,,,,,,,,"Baseline Assessment Tool for HIV Prevention, PMTCT, HIV/TB & MNCH Service Transition _ DoS TWGs",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,"Integration of HIV Prevention, HIV/TB,  PMTCT  & MNCH Services and EMR Use",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cross Cutting Areas,,,
Section 1: Facility Profile,,,,,,,,Section 2a: Integration of HIV/TB Services,,,,,"Section 2b: Integration of Other Services - PMTCT in MCNH & HIV Prevention in OPD, IPD & MCNH",,,,,,,Section 2c: EMR Integration,,,,,,,,,,,,,,,,,,,,Section 3: HRH Transition (Workforce Absorption),,,,,,,,,,,,Section 4: PLHIV &  PBFW Enrollment into SHA,,,,,,Section 5: County Led Technical Assistance / Mentorship,,,Section 6: Financing and Sustainability,,,Section 7: Mortality outcomes (Sustainability of quality of care),,,,,,Section 10a: Simplification of Donor Reporting,,,
Mariakani Sub County Hospital,11566,Stawisha Pwani,Kilifi,Kaloleni,Level II,Yes,Yes,No,,"1,192",72,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,EMR Not Available,,EMR Not Available,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,Yes,No,Taifa Care Powered by Kenya EMR,,Not Applicable,Yes,10,1,2,1,6,, -   , -   ,,,,,527,,27,,Yes,Yes,3,,,No,Not Applicable,No,84,5,1,,3,32,,,,
Marereni Dispensary,11563,Stawisha Pwani,Kilifi,Magarini,Level II,Yes,Yes,Yes,OPD,638,47,638,Yes,Yes,Not Applicable,Yes,Yes,Yes,Yes,Yes,No,EMR Not Available,,EMR Not Available,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,Yes,No,Taifa Care Powered by Kenya EMR,,Not Applicable,Yes,4, -   ,1,1,2, -   , -   , -   , -   , -   , -   , -   ,289,,28,,Yes,Yes,2,2,Yes,Yes,Yes,Yes,2, -   , -   , -   , -   ,2,,,,
Marafa Health Centre,11562,Stawisha Pwani,Kilifi,Magarini,Level II,Yes,Yes,Yes,OPD,345,12,345,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,EMR Not Available,,EMR Not Available,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,No,No,Taifa Care Powered by Kenya EMR,,Not Applicable,Yes,4,1,1,,2,, -   , -   ,,,,,51,,,,Yes,Yes,1,1,Yes,No,Not Applicable,Yes,10, -   , -   , -   , -   ,10,,,,
Mambrui Dispensary,11559,Stawisha Pwani,Kilifi,Magarini,Level III,Yes,Yes,Yes,OPD,236,18,236,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,EMR Not Available,,EMR Not Available,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,No,No,Taifa Care Powered by Kenya EMR,,Not Applicable,Yes,3,1,1, -   ,1, -   , -   , -   , -   , -   , -   , -   ,165, -   ,5, -   ,Yes,Yes,2,,,No,Not Applicable,No, -   , -   , -   , -   , -   , -   ,,,,
Malindi Sub-County Hospital,11555,Stawisha Pwani,Kilifi,Malindi,Level II,Yes,Yes,Yes,OPD,"3,282",90,"3,282",Yes,Yes,Yes,Yes,Yes,Not Applicable,Yes,Yes,No,Other - Specify,"Spice,Simed, ",EMR Not Available,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,Yes,Yes,Taifa Care Powered by Kenya EMR,,Not Applicable,Yes,24,4,3,1,16,, -   , -   ,,,,,"1,673",,71,,Yes,Yes,4,1,No,No,Not Applicable,No,190,5, -   ,2, -   ,59,,,,
Makanzani Dispensary,11547,Stawisha Pwani,Kilifi,Rabai,Level II,Yes,Yes,Yes,OPD,51,2,51,No,Yes,Not Applicable,No,No,Not Applicable,No,Yes,No,EMR Not Available,,EMR Not Available,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,No,No,Taifa Care Powered by Kenya EMR,,Not Applicable,Yes,1,,,,1,, -   , -   ,,,,, -   ,,,,Yes,Yes,1,,,No,Not Applicable,No, -   , -   , -   , -   , -   , -   ,,,,
Madunguni Dispensary,11534,Stawisha Pwani,Kilifi,Malindi,Level II,Yes,Yes,Yes,OPD,74,8,74,Yes,Yes,Not Applicable,Yes,Yes,Not Applicable,No,Yes,No,EMR Not Available,,EMR Not Available,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,No,No,Taifa Care Powered by Kenya EMR,,Not Applicable,Yes, -   ,,,,,, -   , -   ,,,,,21, -   ,8,,Yes,Yes, -   , -   ,,No,Not Applicable,No, -   , -   , -   , -   , -   , -   ,,,,
Madamani Dispensary,11532,Stawisha Pwani,Kilifi,Ganze,Level II,Yes,Yes,Yes,OPD,59,4,59,Yes,Yes,Not Applicable,Yes,Yes,Not Applicable,No,Yes,No,EMR Not Available,,EMR Not Available,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,No,No,Taifa Care Powered by Kenya EMR,,Not Applicable,Yes, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,11, -   , -   , -   ,Yes,No,2,1,Yes,Yes,Yes,Yes, -   , -   , -   , -   , -   , -   ,,,,
Maamba Medical Clinic,11528,Stawisha Pwani,Kilifi,Kilifi South,Level II,Yes,No,No,, -   , -   , -   ,Not Applicable,Yes,Not Applicable,No,No,Not Applicable,Not Applicable,No,No,EMR Not Available,,EMR Not Available,,EMR Not Available,,EMR Not Available,,EMR Not Available,,EMR Not Available,,No,No,EMR Not Available,,Not Applicable,No, -   ,,,,,, -   , -   ,,,,, -   , -   , -   , -   ,No,No, -   ,,,No,Not Applicable,No, -   , -   , -   , -   , -   , -   ,,,,
Lenga Dispensary,11517,Stawisha Pwani,Kilifi,Rabai,Level II,Yes,Yes,Yes,OPD,8, -   ,8,Not Applicable,Yes,Not Applicable,Yes,No,Not Applicable,No,No,No,EMR Not Available,,EMR Not Available,,EMR Not Available,,EMR Not Available,,EMR Not Available,,EMR Not Available,,No,No,EMR Not Available,,Not Applicable,No, -   ,,,,,, -   , -   ,,,,, -   ,,,,No,No,1,,,No,Not Applicable,No, -   , -   , -   , -   , -   , -   ,,,,
Kombeni Dispensary,11498,Stawisha Pwani,Kilifi,Rabai,Level II,Yes,Yes,Yes,OPD,14, -   ,14,Not Applicable,Yes,Not Applicable,Yes,No,Not Applicable,No,No,No,EMR Not Available,,EMR Not Available,,EMR Not Available,,EMR Not Available,,EMR Not Available,,EMR Not Available,,No,No,EMR Not Available,,Not Applicable,No, -   ,,,,,, -   , -   ,,,,, -   ,,,,No,No,1,,,No,Not Applicable,No,1,1,,,,,,,,
Kizingo Health Centre,11497,Stawisha Pwani,Kilifi,Kilifi South,Level II,Yes,Yes,No,,70,2,,Yes,Yes,Not Applicable,Yes,Yes,Not Applicable,No,Yes,No,EMR Not Available,,EMR Not Available,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,No,No,Taifa Care Powered by Kenya EMR,,Not Applicable,Yes,1,, -   , -   ,1, -   , -   , -   ,,,,, -   ,,6,,Yes,No,3,2,Yes,No,No,No, -   , -   , -   , -   , -   , -   ,,,,
Kiwandani Dispensary,11493,Stawisha Pwani,Kilifi,Kilifi North,Level III,Yes,Yes,Yes,OPD,284,23,284,Yes,Yes,Yes,Yes,Yes,Not Applicable,Yes,Yes,No,EMR Not Available,,EMR Not Available,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,No,Yes,Taifa Care Powered by Kenya EMR,,Not Applicable,Yes,3, -   ,1,1,1, -   , -   , -   ,,,,,212,,26,,Yes,Yes,2,,,Yes,Yes,Yes, -   , -   , -   , -   , -   , -   ,,,,
Kinarani Dispensary,11481,Stawisha Pwani,Kilifi,Kaloleni,Level II,Yes,Yes,Yes,OPD,10, -   ,10,Not Applicable,Yes,Not Applicable,Yes,Yes,Not Applicable,No,No,No,EMR Not Available,,EMR Not Available,,EMR Not Available,,EMR Not Available,,EMR Not Available,,EMR Not Available,,No,No,EMR Not Available,,Not Applicable,No, -   ,,,,,, -   , -   ,,,,, -   ,,,,No,No,1,,,No,Not Applicable,No, -   , -   , -   , -   , -   , -   ,,,,
Kilifi County Hospital,11474,Stawisha Pwani,Kilifi,Kilifi North,Level II,Yes,Yes,Yes,Chronic Care Center,"2,732",74,"2,732",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Other - Specify,Kilifi HMIS,Other - Specify,Kilifi HMIS,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,Yes,Yes,Taifa Care Powered by Kenya EMR,,Not Applicable,Yes,16,3,4,1,8, -   , -   , -   ,,,,,558,,8,,Yes,Yes,1,1,Yes,Yes,Yes,Yes,303,3,1,2,7,84,,,,
Kanamai Health Care,11454,Stawisha Pwani,Kilifi,Kilifi South,Level III,Yes,Yes,Yes,OPD,54,5,54,Yes,Yes,Not Applicable,No,Yes,Not Applicable,No,Yes,No,Other - Specify,HANMARK,EMR Not Available,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,Yes,No,Taifa Care Powered by Kenya EMR,,Not Applicable,Yes, -   ,,,,,, -   , -   ,,,,, -   ,,,,Yes,No,3,1,Yes,Yes,Yes,Yes, -   , -   , -   , -   , -   , -   ,,,,
Kakuyuni Dispensary (Malindi),11453,Stawisha Pwani,Kilifi,Malindi,Level II,Yes,Yes,Yes,OPD,303,4,303,Yes,Yes,Not Applicable,Yes,Yes,Not Applicable,Yes,Yes,No,EMR Not Available,,EMR Not Available,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,Yes,No,Taifa Care Powered by Kenya EMR,,Not Applicable,Yes,4, -   ,1,1,2, -   , -   , -   , -   , -   , -   , -   ,43, -   ,23, -   ,Yes,Yes,3, -   ,,No,Not Applicable,Yes, -   , -   , -   , -   , -   , -   ,,,,
Kakoneni Dispensary,11452,Stawisha Pwani,Kilifi,Malindi,Level II,Yes,Yes,Yes,OPD,34, -   ,34,Not Applicable,Yes,Not Applicable,Yes,No,Not Applicable,No,No,No,EMR Not Available,,EMR Not Available,,EMR Not Available,,EMR Not Available,,EMR Not Available,,EMR Not Available,,No,No,EMR Not Available,,Not Applicable,No, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,2,,Yes,No,4,1,Yes,Yes,No,No, -   , -   , -   , -   , -   , -   ,,,,
Kadzinuni Dispensary,11447,Stawisha Pwani,Kilifi,Kilifi North,Level II,Yes,Yes,No,,39,6,,Yes,Yes,Not Applicable,Yes,No,Not Applicable,No,No,No,EMR Not Available,,EMR Not Available,,EMR Not Available,,EMR Not Available,,EMR Not Available,,EMR Not Available,,No,Yes,EMR Not Available,,Not Applicable,No, -   , -   , -   , -   ,,, -   , -   ,,,,, -   ,,,,Yes,Yes, -   ,,,Yes,No,No, -   , -   , -   , -   , -   , -   ,,,,
Kadaina Community Dispensary,11445,Stawisha Pwani,Kilifi,Kilifi North,Level II,Yes,Yes,Yes,OPD,2, -   ,2,Not Applicable,Yes,Not Applicable,Yes,No,Not Applicable,No,No,No,EMR Not Available,,EMR Not Available,,EMR Not Available,,EMR Not Available,,EMR Not Available,,EMR Not Available,,No,Yes,EMR Not Available,,Not Applicable,No, -   , -   , -   , -   , -   , -   , -   , -   ,,,,, -   ,,,,No,No,2,1,Yes,No,No,No, -   , -   , -   , -   , -   , -   ,,,,
Junju Dispensary,11444,Stawisha Pwani,Kilifi,Kilifi South,Level II,Yes,Yes,No,,71,6,,Yes,Yes,Not Applicable,Yes,Yes,Not Applicable,Yes,Yes,No,EMR Not Available,,EMR Not Available,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,Yes,No,Taifa Care Powered by Kenya EMR,,Not Applicable,Yes,1,,,,1,, -   , -   ,,,,, -   , -   ,9, -   ,Yes,Yes,1,1,Yes,No,Not Applicable,Yes, -   , -   , -   , -   , -   , -   ,,,,
Jilore Dispensary,11433,Stawisha Pwani,Kilifi,Malindi,Level II,Yes,Yes,Yes,OPD,27, -   ,27,Not Applicable,Yes,Not Applicable,Yes,No,Not Applicable,No,No,No,EMR Not Available,,EMR Not Available,,EMR Not Available,,EMR Not Available,,EMR Not Available,,Taifa Care Powered by Kenya EMR,,Yes,No,Taifa Care Powered by Kenya EMR,,Not Applicable,Yes, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,Yes,No,1,1,Yes,No,Not Applicable,Yes, -   , -   , -   , -   , -   , -   ,,,,
Jibana Sub District Hospital,11432,Stawisha Pwani,Kilifi,Kaloleni,Level III,Yes,Yes,Yes,OPD,157,5,157,Yes,Yes,Yes,Yes,No,No,No,Yes,No,EMR Not Available,,EMR Not Available,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,No,No,Taifa Care Powered by Kenya EMR,,Not Applicable,Yes,2,,,,2,, -   , -   ,,,,,24,,,,Yes,Yes,2,1,Yes,No,Not Applicable,No,1,1,,,,,,,,
Jaribuni Dispensary,11430,Stawisha Pwani,Kilifi,Ganze,Level IV,Yes,Yes,Yes,OPD,68,4,68,Yes,Yes,Not Applicable,Yes,Yes,Not Applicable,No,Yes,No,EMR Not Available,,EMR Not Available,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,Yes,No,Taifa Care Powered by Kenya EMR,,Not Applicable,Yes,1, -   , -   , -   ,1, -   , -   , -   , -   , -   , -   , -   , -   , -   ,5, -   ,Yes,No,3,1,Yes,Yes,No,No,3,3, -   , -   , -   , -   ,,,,
Gotani Model Health Centre,11404,Stawisha Pwani,Kilifi,Kaloleni,Level III,Yes,Yes,Yes,OPD,255,6,255,Yes,Yes,Not Applicable,Yes,Yes,No,Yes,Yes,No,EMR Not Available,,EMR Not Available,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,Yes,No,Taifa Care Powered by Kenya EMR,,Not Applicable,Yes,5,1,1,1,2,, -   , -   ,,,,,127,,,,Yes,Yes,3,1,Yes,No,Not Applicable,No,2,2,,,,,,,,
Gongoni Health Centre,11401,Stawisha Pwani,Kilifi,Magarini,Level III,Yes,Yes,No,,803,48,,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,EMR Not Available,,EMR Not Available,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,No,No,Taifa Care Powered by Kenya EMR,,Not Applicable,Yes,9,,1,1,7,, -   , -   ,,,,,361,,,,Yes,Yes,4,1,Yes,No,Not Applicable,No,3,3,,,,,,,,
Giriama Mission Dispensary,11392,Stawisha Pwani,Kilifi,Kaloleni,Level II,Yes,No,No,, -   , -   ,,Not Applicable,Yes,No,No,No,Not Applicable,No,No,No,EMR Not Available,,EMR Not Available,,EMR Not Available,,EMR Not Available,,EMR Not Available,,EMR Not Available,,No,No,EMR Not Available,,Not Applicable,No, -   ,,,,,, -   , -   ,,,,, -   ,,,,No,No, -   ,,,No,Not Applicable,No, -   , -   , -   , -   , -   , -   ,,,,
Gede Health Centre,11387,Stawisha Pwani,Kilifi,Kilifi North,Level II,Yes,Yes,Yes,OPD,863,47,863,Yes,Yes,Not Applicable,Yes,Yes,No,Yes,Yes,No,EMR Not Available,,EMR Not Available,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,Yes,No,Taifa Care Powered by Kenya EMR,,Not Applicable,Yes,6,2,,1,3,, -   , -   ,,,,,328,,16,,Yes,Yes,3,1,Yes,No,Not Applicable,No,1, -   , -   , -   , -   ,1,,,,
Garashi Dispensary,11384,Stawisha Pwani,Kilifi,Magarini,Level III,Yes,Yes,Yes,OPD,117,8,117,Yes,Yes,Not Applicable,Yes,No,Not Applicable,No,Yes,No,EMR Not Available,,EMR Not Available,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,No,No,Taifa Care Powered by Kenya EMR,,Not Applicable,Yes,2,,,1,1,, -   , -   ,,,,,62,,,,Yes,Yes,1, -   ,,No,Not Applicable,No, -   , -   , -   , -   , -   , -   ,,,,
Ganze Health Centre,11383,Stawisha Pwani,Kilifi,Ganze,Level II,Yes,Yes,Yes,Chronic Care Center,345,15,345,Yes,Yes,Not Applicable,Yes,Yes,Not Applicable,Yes,Yes,No,EMR Not Available,,EMR Not Available,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,Yes,No,Taifa Care Powered by Kenya EMR,,Not Applicable,Yes,5,1,1,1,2, -   , -   , -   , -   , -   , -   , -   ,286, -   ,21, -   ,Yes,Yes,4, -   ,,Yes,No,Yes,2,1, -   , -   , -   ,1,,,,
Ganda Dispensary,11382,Stawisha Pwani,Kilifi,Malindi,Level III,Yes,Yes,Yes,OPD,206,14,206,Yes,Yes,Not Applicable,Yes,Yes,Not Applicable,No,Yes,No,EMR Not Available,,EMR Not Available,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,Yes,No,Taifa Care Powered by Kenya EMR,,Not Applicable,Yes,4,1,,1,2,, -   , -   ,,,,,136,,5,,Yes,Yes,2,,,No,Not Applicable,No,1,1, -   , -   , -   , -   ,,,,
Meridian Hospital,11381,Stawisha Pwani,Kilifi,Magarini,Level II,Yes,Yes,Yes,OPD,19, -   ,19,Not Applicable,Yes,Yes,No,No,No,No,Yes,No,Other - Specify,zidi,Other - Specify,zidi,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,Yes,No,Taifa Care Powered by Kenya EMR,,Not Applicable,Yes, -   ,,,,,, -   , -   ,,,,, -   ,,,,Yes,Yes,1,,,No,Not Applicable,No, -   , -   , -   , -   , -   , -   ,,,,
Gahaleni Dispensary,11380,Stawisha Pwani,Kilifi,Malindi,Level II,Yes,Yes,Yes,OPD,100,4,100,Yes,Yes,Not Applicable,Yes,No,Not Applicable,No,Yes,No,EMR Not Available,,EMR Not Available,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,No,No,Taifa Care Powered by Kenya EMR,,Not Applicable,Yes,1,,,,1,, -   , -   ,,,,,44,,,,Yes,Yes, -   ,,,No,Not Applicable,No, -   , -   , -   , -   , -   , -   ,,,,
Fundi Issa Dispensary,11379,Stawisha Pwani,Kilifi,Magarini,Level II,Yes,No,No,, -   , -   , -   ,Not Applicable,Yes,Not Applicable,Yes,No,Not Applicable,No,No,No,EMR Not Available,,EMR Not Available,,EMR Not Available,,EMR Not Available,,EMR Not Available,,EMR Not Available,,No,No,EMR Not Available,,Not Applicable,No, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,No,No, -   ,,,No,Not Applicable,No, -   , -   , -   , -   , -   , -   ,,,,
Dida Dispensary,11305,Stawisha Pwani,Kilifi,Ganze,Level II,Yes,Yes,Yes,OPD,95,2,95,Yes,Yes,Not Applicable,Yes,Yes,Not Applicable,No,Yes,No,EMR Not Available,,EMR Not Available,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,No,No,Taifa Care Powered by Kenya EMR,,Not Applicable,Yes,1, -   , -   , -   ,1,, -   , -   , -   , -   , -   , -   ,43, -   , -   , -   ,Yes,No,1, -   ,,No,No,No, -   , -   , -   , -   , -   , -   ,,,,
Dzikunze Dispensary,11305,Stawisha Pwani,Kilifi,Ganze,Level II,Yes,Yes,Yes,OPD,81,2,81,Yes,Yes,Not Applicable,Yes,Yes,Not Applicable,No,Yes,No,EMR Not Available,,EMR Not Available,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,No,No,Taifa Care Powered by Kenya EMR,,Not Applicable,Yes, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,Yes,Yes,2,1,Yes,No,No,No, -   , -   , -   , -   , -   , -   ,,,,
Dagamra Dispensary,11297,Stawisha Pwani,Kilifi,Magarini,Level II,Yes,Yes,Yes,OPD,24, -   ,24,Not Applicable,Yes,Not Applicable,Yes,No,Not Applicable,No,No,No,EMR Not Available,,EMR Not Available,,EMR Not Available,,EMR Not Available,,EMR Not Available,,EMR Not Available,,No,No,EMR Not Available,,Not Applicable,No, -   ,,,,,, -   , -   ,,,,, -   ,,,,No,No, -   ,,,No,Not Applicable,No, -   , -   , -   , -   , -   , -   ,,,,
Cowdray Dispensary,11293,Stawisha Pwani,Kilifi,Kilifi North,Level II,Yes,Yes,No,,37,2,,No,Yes,Not Applicable,Yes,No,Not Applicable,No,Yes,No,EMR Not Available,,EMR Not Available,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,No,No,Taifa Care Powered by Kenya EMR,,Not Applicable,Yes, -   , -   , -   , -   , -   , -   , -   , -   ,,,,,10,,,,Yes,Yes,1,1,Yes,No,Not Applicable,No, -   , -   , -   , -   , -   , -   ,,,,
Roka Medical Clinic (Chumani),11288,Stawisha Pwani,Kilifi,Kilifi North,Level II,Yes,Yes,Yes,OPD,54,5,54,Yes,Yes,Not Applicable,Yes,No,Not Applicable,No,No,No,EMR Not Available,,EMR Not Available,,EMR Not Available,,EMR Not Available,,EMR Not Available,,EMR Not Available,,No,No,EMR Not Available,,Not Applicable,No, -   , -   , -   , -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   ,Yes,No,2, -   ,No,No,No,No, -   ,, -   , -   , -   , -   ,,,,
Chasimba Health Centre,11282,Stawisha Pwani,Kilifi,Kilifi South,Level III,Yes,Yes,Yes,OPD,375,17,375,No,Yes,Not Applicable,Yes,Yes,Not Applicable,Yes,Yes,No,EMR Not Available,,EMR Not Available,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,No,No,Taifa Care Powered by Kenya EMR,,Not Applicable,Yes,6,2,1,1,2,, -   , -   ,,,,,279, -   ,17, -   ,Yes,Yes,4,1,Yes,Yes,Yes,No,7, -   , -   , -   , -   ,7,,,,
Chakama Dispensary,11276,Stawisha Pwani,Kilifi,Magarini,Level II,Yes,Yes,Yes,OPD,42, -   ,42,Not Applicable,Yes,Not Applicable,Yes,Yes,Not Applicable,No,Yes,No,EMR Not Available,,EMR Not Available,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,No,No,Taifa Care Powered by Kenya EMR,,Not Applicable,Yes, -   ,,,,,, -   , -   ,,,,, -   ,,,,Yes,Yes, -   , -   ,,No,Not Applicable,No,1, -   , -   , -   , -   ,1,,,,
Amani Medical Clinic (Kilifi),11271,Stawisha Pwani,Kilifi,Kilifi North,Level II,Yes,Yes,Yes,OPD,46,3,46,Yes,Yes,Not Applicable,Yes,No,Not Applicable,No,Yes,No,EMR Not Available,,EMR Not Available,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,No,Yes,Taifa Care Powered by Kenya EMR,,Not Applicable,Yes, -   , -   , -   , -   , -   , -   , -   , -   ,,,,, -   ,,,,Yes,No, -   ,,,Yes,No,No, -   , -   , -   , -   , -   ,,,,,
Bwagamoyo Dispensary,11266,Stawisha Pwani,Kilifi,Rabai,Level II,Yes,Yes,Yes,OPD,27, -   ,27,Not Applicable,Yes,Not Applicable,Yes,No,Not Applicable,No,No,No,EMR Not Available,,EMR Not Available,,EMR Not Available,,EMR Not Available,,EMR Not Available,,EMR Not Available,,No,No,EMR Not Available,,Not Applicable,No, -   ,,,,,, -   , -   ,,,,, -   ,,,,No,No,1, -   ,,No,Not Applicable,No, -   , -   , -   , -   , -   , -   ,,,,
Bombi Dispensary,11256,Stawisha Pwani,Kilifi,Magarini,Level II,Yes,Yes,Yes,OPD,4, -   ,4,Not Applicable,Yes,Not Applicable,Yes,No,Not Applicable,No,No,No,EMR Not Available,,EMR Not Available,,EMR Not Available,,EMR Not Available,,EMR Not Available,,EMR Not Available,,No,No,EMR Not Available,,Not Applicable,No, -   ,,,,,, -   , -   ,,,,, -   ,,,,No,No, -   ,,,No,Not Applicable,No,1,1,,,,,,,,
Bomani Dispensary,11255,Stawisha Pwani,Kilifi,Kilifi South,Level II,Yes,Yes,Yes,OPD,128,18,128,Yes,Yes,Not Applicable,Yes,No,Not Applicable,Yes,Yes,No,EMR Not Available,,EMR Not Available,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,Yes,No,Taifa Care Powered by Kenya EMR,,Not Applicable,Yes,1,,,,1,, -   , -   ,,,,, -   , -   ,10, -   ,Yes,No,2, -   ,,No,Not Applicable,No,3,2, -   ,1, -   , -   ,,,,
Baricho Dispensary,11248,Stawisha Pwani,Kilifi,Magarini,Level II,Yes,Yes,Yes,OPD,22,4,22,Yes,Yes,Not Applicable,Yes,No,Not Applicable,Yes,Yes,No,EMR Not Available,,EMR Not Available,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,No,No,Taifa Care Powered by Kenya EMR,,Not Applicable,Yes, -   ,,,,,, -   , -   ,,,,,11,,,,Yes,Yes, -   ,,,No,Not Applicable,No, -   , -   , -   , -   , -   , -   ,,,,
